EN,MI,SD,SF,AG,SSIM,MS_SSIM,Qabf,VIF,SSIM_hm,MS_SSIM_hm,Qabf_hm,VIF_hm,MI_hm,Nabf,SCD,CC,PSNR,Balance,MI_A,MI_B,SSIM_A,SSIM_B,FuncCorr,FuncSal,stem
6.257474038677355,4.042460536898966,31.190700412772674,6.732001828064054,2.2699870789710337,0.7948306128685938,0.8335926331290604,0.5514740944871653,0.06425407983530776,0.7677308202168579,0.8162421580161595,0.4283947774543428,0.038456607981594476,0.9685650113327108,0.13365645108255358,1.791041463656494,0.6814958899329874,23.423371536453455,0.6882645498745603,3.4798868010950468,0.5625737358039196,0.9415948619280675,0.6480663638091202,0.36091839677522297,1.1346891560903765,00004N
5.703221413168033,3.132458980383781,37.452028031418216,8.03082851949362,2.6303867257198372,0.8030138269579141,0.8232592019393449,0.64094707986618,0.06554870114452951,0.8020829922276983,0.8150435050575897,0.5947087041686824,0.06503694627943551,1.5109585827942504,0.10747099078060995,1.864111718475306,0.6745204979164683,22.500006693446025,0.9341486582219889,1.8604520677005674,1.2720069126832136,0.8303537823158881,0.7756738715999403,0.5075920046784862,0.9789586629045482,00032N
7.458396798308444,5.694931359928541,64.84796336381505,12.861124243511135,4.7991082003263035,0.5957064248147871,0.7078187866223655,0.6866324024167562,0.08339977817689477,0.38569100968140485,0.6085978428611486,0.30447732281041995,0.01964904776899351,1.471615304048619,0.14853172986241076,1.6329966877011182,0.45179444727263113,13.307639301660085,0.2548956935836742,4.826780391218081,0.8681509687104594,0.949411856078007,0.2420009935515671,0.0405999999121536,0.2943265140120122,00091D
6.8192774215945775,4.245386683034104,57.09840520344793,13.318109927522583,4.482391509164388,0.7687281389811399,0.7520398113618885,0.5689180413797815,0.06518217607920733,0.7390892861910965,0.70386461036734,0.43964280115106774,0.03652064295945258,1.4967629661954467,0.12348893612278583,1.8067851382090938,0.5603219315245395,17.419781285759754,0.6717431119015328,3.2753677274337516,0.9700189556003522,0.9196725663271866,0.6177837116350932,0.9122976005410365,0.5929654495846023,00119D
7.082421205162172,4.817332878686642,42.67710505822383,14.11345287292633,5.376893114934781,0.6490562462374073,0.6865941169475269,0.6989196290087087,0.08500338486538961,0.4894124695786072,0.5555053985686155,0.206019357696871,0.019547541489797975,0.8823420406386017,0.14715456971438362,1.4429581021918634,0.41048018721516843,17.460820181862132,0.33694620757985283,4.326062161334724,0.4912707173519184,0.9709534199021103,0.32715907257270443,0.33195802245736683,-0.08462461640264567,00147D
7.695202586007622,5.126624593938006,59.039595240994736,16.08410133890497,5.975428794062555,0.630351300659052,0.6046627259943426,0.6798799251355081,0.08405169728475688,0.4710560650157216,0.38907730683952835,0.29575993880523754,0.023532827462992047,0.8877321252612899,0.1322312467201482,1.60134936836242,0.5480365504150682,14.616333926215603,0.33093643431902187,4.635758981131424,0.4908656128065818,0.9472297615499171,0.3134728397681869,0.017120805477180336,0.3823254577564344,00186D
6.923213716213795,4.778708995995432,38.11455380949642,10.063769451741187,3.840323242206094,0.740653460225883,0.7584847690689358,0.6237353920006242,0.07822298904715552,0.680435442256742,0.7060727659024802,0.2941925079401432,0.02021525317947057,0.9063919055567893,0.15802967921947508,1.7383461231037374,0.575148622057141,20.63695382722297,0.5562526246874554,4.271726230841971,0.5069827651534613,0.9518421989805537,0.5294647214712122,0.2319738074261273,0.9806840021939062,00218D
7.736848435829764,5.564528181585038,71.71531012152714,15.182141245057124,6.199624917596632,0.6537896572749547,0.638894060759562,0.7666445802141504,0.09158294791703635,0.5045536546690926,0.4432365953530825,0.1655368662254915,0.024233640616327344,1.0259020691232443,0.11778719945103054,1.3045224306347114,0.6024414085149554,14.244860709099044,0.3533916852955272,4.992843875220617,0.5716843063644212,0.9661499540425992,0.3414293605073103,0.27604493620097315,0.8655694457284191,00258D
7.041094604723643,4.892664060745858,58.989207385055394,13.28357216636172,4.829004879575379,0.6855330086904964,0.6968858286710755,0.6539756748629784,0.0821222246520405,0.583801571938412,0.5970880518383039,0.3223790723797312,0.019964239393625058,1.0871943404475795,0.1326550912741471,1.7405560460621916,0.5063190947470736,16.69017992259219,0.4438097478398049,4.269763428740154,0.6229006320057042,0.9496168171965527,0.42144920018444015,0.3252953812319267,0.42896735978187,00291D
7.200525170756924,5.130404007840212,54.99432139539601,12.915988432989426,4.778335767150546,0.6815620193909191,0.6869245740309612,0.6743314671609809,0.08781324102972171,0.5595835709549972,0.5591337214055678,0.19989419835804315,0.017805753296487623,0.7748193059793966,0.14040615836254,1.6343618023420101,0.5283165895215379,16.174880550222642,0.40543472444399886,4.708258999088782,0.42214500875143024,0.9698949478575755,0.3932290909242627,0.05631716723807305,0.6268083413884609,00323D
7.152150172875252,5.092788924717706,54.1733008265031,11.411339330561269,4.350730381510644,0.7140830398933171,0.7249200696081549,0.6403468112236937,0.0827641117228,0.629818071274906,0.6416901521820472,0.24817242340720858,0.022638618799770416,1.0528941376969372,0.14700771319849165,1.6080279477979667,0.6386038771271553,17.767548096015258,0.4886293923289049,4.496533164156817,0.5962557605608882,0.9593832334267711,0.4687828463598631,0.23614531965873764,1.0270286894306637,00353D
7.22766014744923,5.165465139366548,46.819806861265434,14.974766132039088,6.147524177403954,0.6406106383116323,0.7000168691581629,0.742456026423119,0.09398050299306751,0.47408404007967614,0.5783404775185222,0.1546416294160408,0.015233165604676632,0.8387411122241887,0.15447668805165984,1.542033720993895,0.6456838755235221,17.367852804002254,0.32463252000167764,4.705057600970655,0.4604075383958932,0.9672277082716058,0.31399356835165887,0.006322652170311968,1.0090290687981531,00388D
7.256720286862412,4.40503587114225,48.42772984041767,15.177566811696096,5.770346264798806,0.6923271263472486,0.688712566717921,0.5884346987931551,0.07163678985279447,0.6042780419339331,0.5891907181565884,0.31293359218517147,0.022682643995343713,1.1582724388750625,0.14319095944098492,1.6528714346793216,0.5010458143367987,17.588512239962753,0.4742512465046063,3.7190829475677933,0.6859529235744564,0.9392254244162654,0.44542882827823177,0.4033170809688487,0.44544512883437,00416D
7.5156299695567625,5.155581830589506,67.95076271293509,17.30552742045681,6.713480389527441,0.6511503050529024,0.6919134051177604,0.6711897436953345,0.08476534967726784,0.5063101223637021,0.5671466468641585,0.23152780359412437,0.016426169998172757,1.1636218444057167,0.1306416799113025,1.63950155073551,0.6141108421359165,15.132836990870235,0.3590347654739546,4.487092406319306,0.6684894242702004,0.9582540809039833,0.34404652920182155,0.27146482974891084,1.0389758539743086,00453D
7.660810226616544,5.373630559433584,57.262981261827896,10.164029915709998,4.477504062567274,0.6040792516387252,0.6776058925131951,0.6204247662456353,0.09096163595038342,0.38782888392006737,0.5329514031427357,0.1839357856849159,0.020518704223412506,0.6457100378597057,0.1783658352958178,1.3461338128351326,0.5381837671968662,13.157813705641413,0.2513160933771805,5.028624996865403,0.34500556256818093,0.965510241314605,0.24264826196284536,0.15335835774147152,-0.13316170703828595,00496D
