EN,MI,SD,SF,AG,SSIM,MS_SSIM,Qabf,VIF,SSIM_hm,MS_SSIM_hm,Qabf_hm,VIF_hm,MI_hm,Nabf,SCD,CC,PSNR,Balance,MI_A,MI_B,SSIM_A,SSIM_B,FuncCorr,FuncSal,stem
6.2025228318442345,4.939848981816207,20.3354832802434,5.704770903420539,2.7732424656710415,0.5286083329863178,0.6302375511407652,0.4464879952335378,0.10623883550369857,0.11542912165613313,0.4138558637486404,0.07999973155214272,0.007824534831619623,0.3863765307709268,0.07786152114959219,0.49008537658724083,0.4425725674358769,12.097774502581808,0.061513820389571636,0.20139938971913196,4.738449592097075,0.061264803956707255,0.9959518620159284,0.18965323369749396,-0.33013322995115135,04-H11
7.058958271269134,5.642462592060092,32.88031561249281,8.873176420220702,4.844199607754544,0.5384627573322956,0.5110481718831344,0.5535442823701273,0.10976918181396615,0.15339262118133173,0.04524186416716531,0.10080136620077247,0.007766335520706398,0.5131478758814131,0.09217357906061975,1.0688245679277115,0.3592847610273602,13.468860643999378,0.08362743817471247,0.2694403212887,5.373022270771392,0.08311022656281533,0.993815288101776,0.10663105648074532,-0.5290996305470216,05-A02
6.614357894058739,5.483940463308517,24.776874455379343,6.074495543770995,3.067707723857814,0.5357148857680939,0.6003250612403218,0.7467486321822722,0.14105709182867007,0.13934442347102555,0.33554562367473617,0.15230616865495425,0.017601742151220817,0.41421417896016954,0.060364399777267944,0.9700352864100766,0.4585567666681425,14.612384777970505,0.07517112950873678,0.21558193943941895,5.268358523869098,0.07490955058704314,0.9965202209491446,0.047682670381705546,-0.2379449327547867,05-A03
6.5777339968162485,5.177488786594592,26.00916102845937,8.667850321042009,3.8761751748720727,0.5318237692340392,0.6428735634203682,0.6846775503389957,0.11373131573188187,0.12688122921848347,0.44521705093277997,0.09352785132288507,0.010320984917663804,0.33627996412206496,0.09632226316997945,0.9409308495599731,0.45474884688987754,13.29004421587727,0.06803647631339732,0.1739867114316862,5.003502075162906,0.06775689048241078,0.9958906479856676,0.07979758665737952,-0.26518198232248125,05-A06
6.723544730852735,5.8774018688899075,34.98494767500874,14.705649607722705,5.926009784689033,0.5195562933002424,0.5162015374711011,0.8282160715284824,0.16673745172209098,0.08239118266715906,0.06435284657181099,0.07480414565495865,0.015360643483483066,0.9299011804962228,0.07329757314513831,0.9020659238133734,0.34404531125984,11.522747306389958,0.043139262897984185,0.5090380537057495,5.368363815184158,0.042972738778356744,0.996139847822128,0.04837998906899766,-0.9531502707287556,05-A08
7.098930149697711,5.609866846229222,34.3317518251217,11.107877511205155,5.7753181574711885,0.5288786623684917,0.5658523524337036,0.6403769862947767,0.11462408158446627,0.12488171553402098,0.23733946032287537,0.12643156941487757,0.008883595682420664,0.452434703766241,0.088422727472419,1.121707699997813,0.45508987694616754,12.759271714234298,0.06723633361983826,0.23615895155534972,5.373707894673872,0.06663915211134207,0.9911181726256414,0.06941088786528316,-0.1887973882993335,05-A09
6.881167757579548,5.645902721830106,29.310754006637417,8.59813980316314,4.489204210770732,0.5797814003338821,0.6386545568713112,0.7414637372842299,0.11795410848341954,0.27969855123324255,0.43501321280810706,0.11788095024335754,0.01809422417009967,0.6142351162555063,0.08654651192637895,1.0085303197373037,0.4676969584036728,14.225491062050555,0.16317627639905774,0.3259334337193245,5.319969288110782,0.16266935966884707,0.9968934409989172,0.04592954185209539,-0.008041490932373139,05-A10
6.270784337220561,4.944765593110116,23.380457141354622,9.853847230594011,4.475370381607323,0.5226897108109259,0.6774324532279894,0.8010561852034664,0.13011630077132544,0.09093478862162455,0.5243696904919644,0.08336305457372273,0.009908000323262866,0.37136213535936263,0.06444855350151402,0.6337412698284313,0.5422981960280051,14.741134994921364,0.04774613892865018,0.1932322227782901,4.751533370331826,0.04763828683630004,0.9977411347855517,-0.04363373511262578,0.18500468394406538,05-B01
6.909774683259357,5.512648637454518,30.064117498901382,10.160899440465094,4.780730385350303,0.5252622773313531,0.5818150141919964,0.7262802952281533,0.11358764586833092,0.10598493822515594,0.2845577148043333,0.11623520763141415,0.008251008806065975,0.38260467308722157,0.09646495819568406,1.4046292532288303,0.44579222301883487,12.68275546009319,0.05628173654911469,0.19844606026414624,5.314202577190372,0.055974977298259176,0.9945495773644472,0.07982562378621953,-0.46226718755201,05-B02
6.174895957208415,4.369607879002038,18.047814897660125,5.79261082516536,3.1105807630860594,0.566343077904029,0.6046785272032975,0.3071291414613219,0.09005181930978878,0.26868874374631824,0.3653449938099017,0.08103242233719163,0.008673106763908504,0.28736406658466807,0.0355218036574079,1.2074387934852902,0.4104170285370482,17.35271957548659,0.15944463739904183,0.14874546555829937,4.220862413443738,0.155764861533077,0.9769212942749812,0.23855459507216145,-0.29280542123123043,05-B03
